XCoord,YCoord,OBJECTID,UNIQUEID,TIME
-80.40311593,25.52558116,74,Shark,2016-11-15 14:52:43
-80.38520105,25.52811551,75,Shark,2016-11-15 14:57:43
-80.38573428,25.52804461,76,Shark,2016-11-15 15:02:43
-80.39991616,25.51746848,77,Shark,2016-11-15 15:07:43
-80.39763005,25.51673725,78,Shark,2016-11-15 15:12:43
-80.39788406,25.51681850,79,Shark,2016-11-15 15:17:43
-80.38447821,25.51822447,80,Shark,2016-11-15 15:22:43
-80.38517437,25.52006588,81,Shark,2016-11-15 15:27:43.000001
-80.38526139,25.52029605,82,Shark,2016-11-15 15:32:43
-80.38500033,25.51960553,83,Shark,2016-11-15 15:37:43
-80.38456523,25.51845465,84,Shark,2016-11-15 15:42:43
-80.38482629,25.51914518,85,Shark,2016-11-15 15:47:43
-80.38491331,25.51937535,86,Shark,2016-11-15 15:52:43
-80.38465225,25.51868483,87,Shark,2016-11-15 15:57:43
-80.38473927,25.51891500,88,Shark,2016-11-15 16:02:43
-80.39661401,25.51641226,89,Shark,2016-11-15 16:07:43
-80.39966215,25.51738723,90,Shark,2016-11-15 16:12:43.000001
-80.38534841,25.52052622,91,Shark,2016-11-15 16:17:43
-80.38543543,25.52075639,92,Shark,2016-11-15 16:22:43
-80.39610598,25.51624976,93,Shark,2016-11-15 16:27:43
-80.39635999,25.51633101,94,Shark,2016-11-15 16:32:43
-80.37081708,25.47982383,95,Shark,2016-11-15 16:37:43
-80.37104413,25.48007525,96,Shark,2016-11-15 16:42:43
-80.37036300,25.47932099,97,Shark,2016-11-15 16:47:43
-80.37059004,25.47957241,98,Shark,2016-11-15 16:52:43
-80.36990891,25.47881815,99,Shark,2016-11-15 16:57:43.000001
-80.37013595,25.47906957,100,Shark,2016-11-15 17:02:43
-80.36925394,25.47868505,101,Shark,2016-11-15 17:07:43
-80.36961315,25.47869319,102,Shark,2016-11-15 17:12:43
-80.36853552,25.47866875,103,Shark,2016-11-15 17:17:43
-80.36889473,25.47867690,104,Shark,2016-11-15 17:22:43
-80.40050877,25.52619682,105,Shark,2016-11-15 17:27:43
-80.40076948,25.52613525,106,Shark,2016-11-15 17:32:43
-80.40103020,25.52607368,107,Shark,2016-11-15 17:37:43
-80.40129091,25.52601212,108,Shark,2016-11-15 17:42:43.000001
-80.40155163,25.52595055,109,Shark,2016-11-15 17:47:43
-80.40181235,25.52588899,110,Shark,2016-11-15 17:52:43
-80.40042418,25.51763098,111,Shark,2016-11-15 17:57:43
-80.39331185,25.51535603,112,Shark,2016-11-15 18:02:43
-80.39305784,25.51527478,113,Shark,2016-11-15 18:07:43
-80.39904482,25.52675984,114,Shark,2016-11-15 18:12:43
-80.39929997,25.52668156,115,Shark,2016-11-15 18:17:43
-80.39737604,25.51665600,116,Shark,2016-11-15 18:22:43
-80.40017017,25.51754973,117,Shark,2016-11-15 18:27:43.000001
-80.39802422,25.52707297,118,Shark,2016-11-15 18:32:43
-80.39827937,25.52699469,119,Shark,2016-11-15 18:37:43
-80.39853452,25.52691641,120,Shark,2016-11-15 18:42:43
-80.39878967,25.52683813,121,Shark,2016-11-15 18:47:43
-80.39700362,25.52738610,122,Shark,2016-11-15 18:52:43
-80.39725877,25.52730782,123,Shark,2016-11-15 18:57:43
-80.39751392,25.52722954,124,Shark,2016-11-15 19:02:43
-80.39776907,25.52715126,125,Shark,2016-11-15 19:07:43
-80.39265397,25.51332884,126,Shark,2016-11-15 19:12:43.000001
-80.39290419,25.51341916,127,Shark,2016-11-15 19:17:43
-80.39215353,25.51314818,128,Shark,2016-11-15 19:22:43
-80.39240375,25.51323851,129,Shark,2016-11-15 19:27:43
-80.39365485,25.51369015,130,Shark,2016-11-15 19:32:43
-80.39390507,25.51378047,131,Shark,2016-11-15 19:37:43
-80.39315441,25.51350949,132,Shark,2016-11-15 19:42:43
-80.39340463,25.51359982,133,Shark,2016-11-15 19:47:43
-80.39165309,25.51296753,134,Shark,2016-11-15 19:52:43
-80.39190331,25.51305785,135,Shark,2016-11-15 19:57:43.000001
-80.39384220,25.52403223,136,Shark,2016-11-15 20:02:43
-80.39108670,25.52460640,137,Shark,2016-11-15 20:07:43
-80.39357319,25.52404683,138,Shark,2016-11-15 20:12:43
-80.39438022,25.52400302,139,Shark,2016-11-15 20:17:43
-80.39196793,25.52582981,140,Shark,2016-11-15 20:22:43
-80.39686802,25.51649351,141,Shark,2016-11-15 20:27:43
-80.39411121,25.52401763,142,Shark,2016-11-15 20:32:43
-80.39491824,25.52397382,143,Shark,2016-11-15 20:37:43
-80.39464923,25.52398842,144,Shark,2016-11-15 20:42:43.000001
-80.39674847,25.52746439,145,Shark,2016-11-15 20:47:43
-80.39649332,25.52754267,146,Shark,2016-11-15 20:52:43
-80.39567464,25.51348270,147,Shark,2016-11-15 20:57:43
-80.39542849,25.51338367,148,Shark,2016-11-15 21:02:43
-80.39518235,25.51328465,149,Shark,2016-11-15 21:07:43
-80.39493620,25.51318562,150,Shark,2016-11-15 21:12:43
-80.39469006,25.51308659,151,Shark,2016-11-15 21:17:43
-80.39444391,25.51298756,152,Shark,2016-11-15 21:22:43
-80.39486129,25.52687685,153,Shark,2016-11-15 21:27:43.000001
-80.39463235,25.52674855,154,Shark,2016-11-15 21:32:43
-80.39531916,25.52713345,155,Shark,2016-11-15 21:37:43
-80.39509023,25.52700515,156,Shark,2016-11-15 21:42:43
-80.39577703,25.52739006,157,Shark,2016-11-15 21:47:43
-80.39554810,25.52726175,158,Shark,2016-11-15 21:52:43
-80.39623817,25.52762095,159,Shark,2016-11-15 21:57:43
-80.39600597,25.52751836,160,Shark,2016-11-15 22:02:43
-80.39839209,25.51698099,161,Shark,2016-11-15 22:07:43
-80.39226168,25.52623761,162,Shark,2016-11-15 22:12:43.000001
-80.39198247,25.51199728,163,Shark,2016-11-15 22:17:43
-80.40166187,25.51658059,164,Shark,2016-11-15 22:22:43
-80.40191209,25.51667092,165,Shark,2016-11-15 22:27:43
-80.40349150,25.51742766,166,Shark,2016-11-15 22:32:43
-80.40353464,25.51766773,167,Shark,2016-11-15 22:37:43
-80.40316319,25.51712254,168,Shark,2016-11-15 22:42:43
-80.40341341,25.51721287,169,Shark,2016-11-15 22:47:43
-80.40266275,25.51694189,170,Shark,2016-11-15 22:52:43
-80.40291297,25.51703222,171,Shark,2016-11-15 22:57:43.000001
-80.40216231,25.51676124,172,Shark,2016-11-15 23:02:43
-80.40241253,25.51685157,173,Shark,2016-11-15 23:07:43
-80.36569478,25.49052659,174,Shark,2016-11-15 23:12:43
-80.36548943,25.49079275,175,Shark,2016-11-15 23:17:43
-80.36528407,25.49105891,176,Shark,2016-11-15 23:22:43
-80.36507872,25.49132508,177,Shark,2016-11-15 23:27:43
-80.36487337,25.49159124,178,Shark,2016-11-15 23:32:43
-80.36466802,25.49185739,179,Shark,2016-11-15 23:37:43
-80.36438001,25.49183875,180,Shark,2016-11-15 23:42:43.000001
-80.36405647,25.49169765,181,Shark,2016-11-15 23:47:43
-80.36373293,25.49155654,182,Shark,2016-11-15 23:52:43
-80.36340938,25.49141544,183,Shark,2016-11-15 23:57:43
-80.38816444,25.51560130,184,Shark,2016-11-16 00:02:43
-80.38790513,25.51566753,185,Shark,2016-11-15 00:07:43
-80.35808677,25.48360218,186,Shark,2016-11-15 00:12:43
-80.35821375,25.48329875,187,Shark,2016-11-15 00:17:43
-80.35859471,25.48238843,188,Shark,2016-11-15 00:22:43
-80.35872170,25.48208499,189,Shark,2016-11-15 00:27:43.000001
-80.35834074,25.48299531,190,Shark,2016-11-15 00:32:43
-80.35846772,25.48269187,191,Shark,2016-11-15 00:37:43
-80.35910265,25.48117467,192,Shark,2016-11-15 00:42:43
-80.35922964,25.48087123,193,Shark,2016-11-15 00:47:43
-80.35884868,25.48178155,194,Shark,2016-11-15 00:52:43
-80.35897567,25.48147811,195,Shark,2016-11-15 00:57:43
-80.40379347,25.51910814,196,Shark,2016-11-15 01:02:43
-80.40375033,25.51886807,197,Shark,2016-11-15 01:07:43
-80.40370720,25.51862800,198,Shark,2016-11-15 01:12:43.000001
-80.40366406,25.51838793,199,Shark,2016-11-15 01:17:43
-80.40396603,25.52006840,200,Shark,2016-11-15 01:22:43
-80.40392289,25.51982834,201,Shark,2016-11-15 01:27:43
-80.40387975,25.51958827,202,Shark,2016-11-15 01:32:43
-80.40383661,25.51934821,203,Shark,2016-11-15 01:37:43
-80.39023891,25.51507144,204,Shark,2016-11-15 01:42:43
-80.40362092,25.51814787,205,Shark,2016-11-15 01:47:43
-80.40357778,25.51790780,206,Shark,2016-11-15 01:52:43
-80.38997960,25.51513768,207,Shark,2016-11-15 01:57:43.000001
-80.39712203,25.51657475,208,Shark,2016-11-15 02:02:43
-80.39133320,25.52730005,209,Shark,2016-11-15 02:07:43
-80.39106658,25.52733551,210,Shark,2016-11-15 02:12:43
-80.39186643,25.52722914,211,Shark,2016-11-15 02:17:43
-80.39159981,25.52726460,212,Shark,2016-11-15 02:22:43
-80.39239966,25.52715823,213,Shark,2016-11-15 02:27:43
-80.39213304,25.52719369,214,Shark,2016-11-15 02:32:43
-80.39284916,25.52705321,215,Shark,2016-11-15 02:37:43
-80.39266627,25.52712278,216,Shark,2016-11-15 02:42:43.000001
-80.39255542,25.52664541,217,Shark,2016-11-15 02:47:43
-80.39270229,25.52684931,218,Shark,2016-11-15 02:52:43
-80.38609308,25.51767351,219,Shark,2016-11-15 02:57:43
-80.38623995,25.51787742,220,Shark,2016-11-15 03:02:43
-80.38579933,25.51726568,221,Shark,2016-11-15 03:07:43
-80.38594620,25.51746959,222,Shark,2016-11-15 03:12:43
-80.38550559,25.51685785,223,Shark,2016-11-15 03:17:43
-80.38565246,25.51706176,224,Shark,2016-11-15 03:22:43
-80.40137444,25.52362338,225,Shark,2016-11-15 03:27:43.000001
-80.40110543,25.52363798,226,Shark,2016-11-15 03:32:43
-80.40083642,25.52365258,227,Shark,2016-11-15 03:37:43
-80.40056741,25.52366718,228,Shark,2016-11-15 03:42:43
-80.40029840,25.52368178,229,Shark,2016-11-15 03:47:43
-80.40002940,25.52369639,230,Shark,2016-11-15 03:52:43
-80.39976039,25.52371099,231,Shark,2016-11-15 03:57:43
-80.39949138,25.52372559,232,Shark,2016-11-15 04:02:43
-80.39922237,25.52374019,233,Shark,2016-11-15 04:07:43
-80.39895336,25.52375479,234,Shark,2016-11-15 04:12:43.000001
-80.38639065,25.52212958,235,Shark,2016-11-15 04:17:43
-80.38661959,25.52225788,236,Shark,2016-11-15 04:22:43
-80.38684852,25.52238619,237,Shark,2016-11-15 04:27:43
-80.38707746,25.52251450,238,Shark,2016-11-15 04:32:43
-80.38547491,25.52161635,239,Shark,2016-11-15 04:37:43
-80.38570384,25.52174465,240,Shark,2016-11-15 04:42:43
-80.38593278,25.52187296,241,Shark,2016-11-15 04:47:43
-80.38616172,25.52200127,242,Shark,2016-11-15 04:52:43
-80.38712118,25.51910090,243,Shark,2016-11-15 04:57:43.000001
-80.38730640,25.52264280,244,Shark,2016-11-15 05:02:43
-80.38753533,25.52277111,245,Shark,2016-11-15 05:07:43
-80.38697430,25.51889699,246,Shark,2016-11-15 05:12:43
-80.38496320,25.51426033,247,Shark,2016-11-15 05:17:43
-80.38474473,25.51440273,248,Shark,2016-11-15 05:22:43
-80.38583710,25.51369073,249,Shark,2016-11-15 05:27:43
-80.38561863,25.51383313,250,Shark,2016-11-15 05:32:43
-80.38540015,25.51397553,251,Shark,2016-11-15 05:37:43
-80.38518168,25.51411793,252,Shark,2016-11-15 05:42:43.000001
-80.38671099,25.51312113,253,Shark,2016-11-15 05:47:43
-80.38649252,25.51326353,254,Shark,2016-11-15 05:52:43
-80.38627405,25.51340593,255,Shark,2016-11-15 05:57:43
-80.38605557,25.51354833,256,Shark,2016-11-15 06:02:43
-80.40448023,25.52287671,257,Shark,2016-11-15 06:07:43
-80.40432306,25.52307427,258,Shark,2016-11-15 06:12:43
-80.38549005,25.51903642,259,Shark,2016-11-15 06:17:43
-80.38543008,25.51927352,260,Shark,2016-11-15 06:22:43
-80.40385155,25.52366693,261,Shark,2016-11-15 06:27:43.000001
-80.40369438,25.52386448,262,Shark,2016-11-15 06:32:43
-80.40416589,25.52327182,263,Shark,2016-11-15 06:37:43
-80.40400872,25.52346937,264,Shark,2016-11-15 06:42:43
-80.38584989,25.51761378,265,Shark,2016-11-15 06:47:43
-80.38578992,25.51785089,266,Shark,2016-11-15 06:52:43
-80.38596983,25.51713957,267,Shark,2016-11-15 06:57:43
-80.38590986,25.51737667,268,Shark,2016-11-15 07:02:43
-80.38561000,25.51856221,269,Shark,2016-11-15 07:07:43
-80.38555003,25.51879931,270,Shark,2016-11-15 07:12:43.000001
-80.38572994,25.51808800,271,Shark,2016-11-15 07:17:43
-80.38566997,25.51832510,272,Shark,2016-11-15 07:22:43
-80.40435108,25.52036150,273,Shark,2016-11-15 07:27:43
-80.40418231,25.52017190,274,Shark,2016-11-15 07:32:43
-80.38800240,25.52032437,275,Shark,2016-11-15 07:37:43
-80.40526609,25.52188894,276,Shark,2016-11-15 07:42:43
-80.40542326,25.52169139,277,Shark,2016-11-15 07:47:43
-80.40536371,25.52149912,278,Shark,2016-11-15 07:52:43
-80.40519494,25.52130952,279,Shark,2016-11-15 07:57:43.000001
-80.40502616,25.52111991,280,Shark,2016-11-15 08:02:43
-80.40485739,25.52093031,281,Shark,2016-11-15 08:07:43
-80.40468862,25.52074071,282,Shark,2016-11-15 08:12:43
-80.40451985,25.52055111,283,Shark,2016-11-15 08:17:43
-80.40080687,25.51637975,284,Shark,2016-11-15 08:22:43
-80.40097564,25.51656936,285,Shark,2016-11-15 08:27:43
-80.39545625,25.52394462,286,Shark,2016-11-15 08:32:43
-80.40215705,25.51789662,287,Shark,2016-11-15 08:37:43
-80.40232582,25.51808623,288,Shark,2016-11-15 08:42:43.000001
-80.40181950,25.51751741,289,Shark,2016-11-15 08:47:43
-80.40198827,25.51770701,290,Shark,2016-11-15 08:52:43
-80.40148196,25.51713819,291,Shark,2016-11-15 08:57:43
-80.40165073,25.51732780,292,Shark,2016-11-15 09:02:43
-80.40114442,25.51675897,293,Shark,2016-11-15 09:07:43
-80.40131319,25.51694858,294,Shark,2016-11-15 09:12:43
-80.40479458,25.52248161,295,Shark,2016-11-15 09:17:43
-80.38360136,25.52832824,296,Shark,2016-11-15 09:22:43
-80.38386798,25.52829279,297,Shark,2016-11-15 09:27:43.000001
-80.38413459,25.52825733,298,Shark,2016-11-15 09:32:43
-80.38440121,25.52822188,299,Shark,2016-11-15 09:37:43
-80.38466782,25.52818642,300,Shark,2016-11-15 09:42:43
-80.38493444,25.52815097,301,Shark,2016-11-15 09:47:43
-80.40216534,25.52206625,302,Shark,2016-11-15 09:52:43
-80.38546767,25.52808006,303,Shark,2016-11-15 09:57:43
-80.36602103,25.47861172,304,Shark,2016-11-15 10:02:43
-80.38306813,25.52839915,305,Shark,2016-11-15 10:07:43
-80.38333475,25.52836370,306,Shark,2016-11-15 10:12:43.000001
-80.40463741,25.52267916,307,Shark,2016-11-15 10:17:43
-80.36566181,25.47860357,308,Shark,2016-11-15 10:22:43
-80.40230959,25.52253490,309,Shark,2016-11-15 10:27:43
-80.40223747,25.52230058,310,Shark,2016-11-15 10:32:43
-80.40245385,25.52300355,311,Shark,2016-11-15 10:37:43
-80.40238172,25.52276923,312,Shark,2016-11-15 10:42:43
-80.40259811,25.52347220,313,Shark,2016-11-15 10:47:43
-80.40252598,25.52323787,314,Shark,2016-11-15 10:52:43
-80.39124403,25.51170020,315,Shark,2016-11-15 10:57:43.000001
-80.38200167,25.52854097,316,Shark,2016-11-15 11:02:43
-80.36530260,25.47859542,317,Shark,2016-11-15 11:07:43
-80.39099789,25.51160117,318,Shark,2016-11-15 11:12:43
-80.36494339,25.47858727,319,Shark,2016-11-15 11:17:43
-80.40164345,25.52360878,320,Shark,2016-11-15 11:22:43
-80.38680074,25.52790279,321,Shark,2016-11-15 11:27:43
-80.40191245,25.52359417,322,Shark,2016-11-15 11:32:43
-80.36673945,25.47862801,323,Shark,2016-11-15 11:37:43
-80.36638024,25.47861987,324,Shark,2016-11-15 11:42:43.000001
-80.39972662,25.52638151,325,Shark,2016-11-15 11:47:43
-80.39946590,25.52644307,326,Shark,2016-11-15 11:52:43
-80.36817630,25.47866060,327,Shark,2016-11-15 11:57:43
-80.36781709,25.47865246,328,Shark,2016-11-15 12:02:43
-80.36745788,25.47864431,329,Shark,2016-11-15 12:07:43
-80.36709867,25.47863616,330,Shark,2016-11-15 12:12:43
-80.39816233,25.52675090,331,Shark,2016-11-15 12:17:43
-80.39790161,25.52681247,332,Shark,2016-11-15 12:22:43
-80.39764089,25.52687403,333,Shark,2016-11-15 12:27:43.000001
-80.39738018,25.52693559,334,Shark,2016-11-15 12:32:43
-80.39920519,25.52650464,335,Shark,2016-11-15 12:37:43
-80.39894447,25.52656621,336,Shark,2016-11-15 12:42:43
-80.39868376,25.52662777,337,Shark,2016-11-15 12:47:43
-80.39842304,25.52668934,338,Shark,2016-11-15 12:52:43
-80.38608996,25.51613115,339,Shark,2016-11-15 12:57:43
-80.38933268,25.51141232,340,Shark,2016-11-15 13:02:43
-80.38785553,25.52012046,341,Shark,2016-11-15 13:07:43
-80.38911420,25.51155472,342,Shark,2016-11-15 13:12:43.000001
-80.40067820,25.51771222,343,Shark,2016-11-15 13:17:43
-80.40086702,25.51784833,344,Shark,2016-11-15 13:22:43
-80.40093915,25.51808267,345,Shark,2016-11-15 13:27:43
-80.40101128,25.51831700,346,Shark,2016-11-15 13:32:43
-80.40108341,25.51855133,347,Shark,2016-11-15 13:37:43
-80.39395162,25.51278951,348,Shark,2016-11-15 13:42:43
-80.40122767,25.51901999,349,Shark,2016-11-15 13:47:43
-80.40129979,25.51925432,350,Shark,2016-11-15 13:52:43
-80.40137192,25.51948865,351,Shark,2016-11-15 13:57:43.000001
-80.40144405,25.51972298,352,Shark,2016-11-15 14:02:43
-80.38990156,25.51233523,353,Shark,2016-11-15 14:07:43
-80.38965134,25.51224490,354,Shark,2016-11-15 14:12:43
-80.39040200,25.51251588,355,Shark,2016-11-15 14:17:43
-80.39015178,25.51242556,356,Shark,2016-11-15 14:22:43
-80.39090243,25.51269654,357,Shark,2016-11-15 14:27:43
-80.39065222,25.51260621,358,Shark,2016-11-15 14:32:43
-80.39140287,25.51287720,359,Shark,2016-11-15 14:37:43
-80.39115265,25.51278687,360,Shark,2016-11-15 14:42:43.000001
-80.38940112,25.51215457,361,Shark,2016-11-15 14:47:43
-80.38915090,25.51206424,362,Shark,2016-11-15 14:52:43
-80.39061410,25.52420745,363,Shark,2016-11-15 14:57:43
-80.39034509,25.52422205,364,Shark,2016-11-15 15:02:43
-80.38900005,25.52429506,365,Shark,2016-11-15 15:07:43
-80.38873104,25.52430966,366,Shark,2016-11-15 15:12:43
-80.38846204,25.52432426,367,Shark,2016-11-15 15:17:43
-80.38819303,25.52433886,368,Shark,2016-11-15 15:22:43
-80.39007609,25.52423665,369,Shark,2016-11-15 15:27:43.000001
-80.38980708,25.52425125,370,Shark,2016-11-15 15:32:43
-80.38953807,25.52426586,371,Shark,2016-11-15 15:37:43
-80.40468022,25.52521177,372,Shark,2016-11-15 15:42:43
-80.40210662,25.52582045,373,Shark,2016-11-15 15:47:43
-80.40227984,25.52564243,374,Shark,2016-11-15 15:52:43
-80.39247476,25.51219534,375,Shark,2016-11-15 15:57:43
-80.39272090,25.51229437,376,Shark,2016-11-15 16:02:43
-80.39417448,25.52649194,377,Shark,2016-11-15 16:07:43
-80.39440342,25.52662024,378,Shark,2016-11-15 16:12:43.000001
-80.39345933,25.51259145,379,Shark,2016-11-15 16:17:43
-80.39370548,25.51269048,380,Shark,2016-11-15 16:22:43
-80.39296704,25.51239340,381,Shark,2016-11-15 16:27:43
-80.39321319,25.51249243,382,Shark,2016-11-15 16:32:43
-80.39280086,25.52572212,383,Shark,2016-11-15 16:37:43
-80.39302980,25.52585043,384,Shark,2016-11-15 16:42:43
-80.39234299,25.52546552,385,Shark,2016-11-15 16:47:43
-80.39257193,25.52559382,386,Shark,2016-11-15 16:52:43
-80.39371661,25.52623534,387,Shark,2016-11-15 16:57:43.000001
-80.39394555,25.52636364,388,Shark,2016-11-15 17:02:43
-80.39325874,25.52597873,389,Shark,2016-11-15 17:07:43
-80.39348767,25.52610703,390,Shark,2016-11-15 17:12:43
-80.40415879,25.52533490,391,Shark,2016-11-15 17:17:43
-80.40249459,25.51827584,392,Shark,2016-11-15 17:22:43
-80.40338004,25.52425958,393,Shark,2016-11-15 17:27:43
-80.40353721,25.52406203,394,Shark,2016-11-15 17:32:43
-80.40115554,25.51878566,395,Shark,2016-11-15 17:37:43
-80.36026328,25.48992912,396,Shark,2016-11-15 17:42:43.000001
-80.36049750,25.49014553,397,Shark,2016-11-15 17:47:43
-80.36082104,25.49028663,398,Shark,2016-11-15 17:52:43
-80.36114458,25.49042774,399,Shark,2016-11-15 17:57:43
-80.36146813,25.49056884,400,Shark,2016-11-15 18:02:43
-80.36179167,25.49070994,401,Shark,2016-11-15 18:07:43
-80.36211521,25.49085104,402,Shark,2016-11-15 18:12:43
-80.36243876,25.49099214,403,Shark,2016-11-15 18:17:43
-80.36276230,25.49113324,404,Shark,2016-11-15 18:22:43
-80.36308584,25.49127434,405,Shark,2016-11-15 18:27:43.000001
-80.36754295,25.48813111,406,Shark,2016-11-15 18:32:43
-80.36774831,25.48786494,407,Shark,2016-11-15 18:37:43
-80.39432790,25.51568102,408,Shark,2016-11-15 18:42:43
-80.35795978,25.48390562,409,Shark,2016-11-15 18:47:43
-80.35783279,25.48420905,410,Shark,2016-11-15 18:52:43
-80.35785334,25.48451111,411,Shark,2016-11-15 18:57:43
-80.35798723,25.48481212,412,Shark,2016-11-15 19:02:43
-80.35812111,25.48511313,413,Shark,2016-11-15 19:07:43
-80.35825500,25.48541413,414,Shark,2016-11-15 19:12:43.000001
-80.35838888,25.48571514,415,Shark,2016-11-15 19:17:43
-80.35852277,25.48601614,416,Shark,2016-11-15 19:22:43
-80.35865666,25.48631714,417,Shark,2016-11-15 19:27:43
-80.35879054,25.48661815,418,Shark,2016-11-15 19:32:43
-80.40409544,25.52078860,419,Shark,2016-11-15 19:37:43
-80.40413858,25.52102866,420,Shark,2016-11-15 19:42:43
-80.40418172,25.52126872,421,Shark,2016-11-15 19:47:43
-80.40422486,25.52150879,422,Shark,2016-11-15 19:52:43
-80.40426799,25.52174885,423,Shark,2016-11-15 19:57:43.000001
-80.40431113,25.52198891,424,Shark,2016-11-15 20:02:43
-80.40435427,25.52222897,425,Shark,2016-11-15 20:07:43
-80.40439741,25.52246903,426,Shark,2016-11-15 20:12:43
-80.38535872,25.51665393,427,Shark,2016-11-15 20:17:43
-80.39049822,25.51500521,428,Shark,2016-11-15 20:22:43
-80.40400916,25.52030847,429,Shark,2016-11-15 20:27:43
-80.40405230,25.52054853,430,Shark,2016-11-15 20:32:43
-80.39152732,25.52521811,431,Shark,2016-11-15 20:37:43
-80.39138045,25.52501421,432,Shark,2016-11-15 20:42:43.000001
-80.39123358,25.52481031,433,Shark,2016-11-15 20:47:43
-80.39075753,25.51493898,434,Shark,2016-11-15 20:52:43
-80.39211480,25.52603371,435,Shark,2016-11-15 20:57:43
-80.36672154,25.48919577,436,Shark,2016-11-15 21:02:43
-80.39182106,25.52562591,437,Shark,2016-11-15 21:07:43
-80.39167419,25.52542201,438,Shark,2016-11-15 21:12:43
-80.39240855,25.52644151,439,Shark,2016-11-15 21:17:43
-80.36692690,25.48892961,440,Shark,2016-11-15 21:22:43
-80.39626328,25.52390081,441,Shark,2016-11-15 21:27:43.000001
-80.39653229,25.52388621,442,Shark,2016-11-15 21:32:43
-80.39680129,25.52387161,443,Shark,2016-11-15 21:37:43
-80.39707030,25.52385701,444,Shark,2016-11-15 21:42:43
-80.39733931,25.52384240,445,Shark,2016-11-15 21:47:43
-80.39760832,25.52382780,446,Shark,2016-11-15 21:52:43
-80.39787733,25.52381320,447,Shark,2016-11-15 21:57:43
-80.39814634,25.52379860,448,Shark,2016-11-15 22:02:43
-80.39841535,25.52378400,449,Shark,2016-11-15 22:07:43
