XCoord,YCoord,OBJECTID,UNIQUEID,TIME
-80.38517955,25.48733768,897,Hammer,2016-11-15 17:02:43
-80.38531590,25.48723207,898,Hammer,2016-11-15 17:07:43
-80.38545224,25.48712646,899,Hammer,2016-11-15 17:12:43
-80.38569373,25.47838714,900,Hammer,2016-11-15 17:17:43
-80.38463417,25.48776013,901,Hammer,2016-11-15 17:22:43
-80.40087404,25.47218287,902,Hammer,2016-11-15 17:27:43
-80.38490686,25.48754891,903,Hammer,2016-11-15 17:32:43
-80.38504321,25.48744330,904,Hammer,2016-11-15 17:37:43
-80.38436148,25.48797136,905,Hammer,2016-11-15 17:42:43.000001
-80.40080834,25.47233384,906,Hammer,2016-11-15 17:47:43
-80.36940627,25.49959139,907,Hammer,2016-11-15 17:52:43
-80.36927037,25.49969746,908,Hammer,2016-11-15 17:57:43
-80.36967807,25.49937925,909,Hammer,2016-11-15 18:02:43
-80.36954217,25.49948532,910,Hammer,2016-11-15 18:07:43
-80.36886266,25.50001566,911,Hammer,2016-11-15 18:12:43
-80.36872676,25.50012172,912,Hammer,2016-11-15 18:17:43
-80.36913446,25.49980352,913,Hammer,2016-11-15 18:22:43
-80.36899856,25.49990959,914,Hammer,2016-11-15 18:27:43.000001
-80.36859086,25.50022779,915,Hammer,2016-11-15 18:32:43
-80.36845496,25.50033386,916,Hammer,2016-11-15 18:37:43
-80.38792838,25.49099063,917,Hammer,2016-11-15 18:42:43
-80.38235876,25.48133985,918,Hammer,2016-11-15 18:47:43
-80.38223049,25.48145342,919,Hammer,2016-11-15 18:52:43
-80.38261529,25.48111272,920,Hammer,2016-11-15 18:57:43
-80.38248703,25.48122629,921,Hammer,2016-11-15 19:02:43
-80.37504748,25.48781286,922,Hammer,2016-11-15 19:07:43
-80.37517575,25.48769930,923,Hammer,2016-11-15 19:12:43.000001
-80.38210222,25.48156698,924,Hammer,2016-11-15 19:17:43
-80.38197395,25.48168055,925,Hammer,2016-11-15 19:22:43
-80.37453441,25.48826710,926,Hammer,2016-11-15 19:27:43
-80.37466268,25.48815354,927,Hammer,2016-11-15 19:32:43
-80.37479095,25.48803998,928,Hammer,2016-11-15 19:37:43
-80.37491921,25.48792642,929,Hammer,2016-11-15 19:42:43
-80.37402134,25.48872133,930,Hammer,2016-11-15 19:47:43
-80.37414960,25.48860777,931,Hammer,2016-11-15 19:52:43
-80.37427787,25.48849421,932,Hammer,2016-11-15 19:57:43.000001
-80.37440614,25.48838065,933,Hammer,2016-11-15 20:02:43
-80.38187971,25.49558169,934,Hammer,2016-11-15 20:07:43
-80.38202119,25.49548175,935,Hammer,2016-11-15 20:12:43
-80.38216044,25.49537938,936,Hammer,2016-11-15 20:17:43
-80.38229472,25.49527165,937,Hammer,2016-11-15 20:22:43
-80.38131376,25.49598147,938,Hammer,2016-11-15 20:27:43
-80.38145525,25.49588153,939,Hammer,2016-11-15 20:32:43
-80.38159673,25.49578158,940,Hammer,2016-11-15 20:37:43
-80.38173822,25.49568164,941,Hammer,2016-11-15 20:42:43.000001
-80.38242901,25.49516391,942,Hammer,2016-11-15 20:47:43
-80.38256329,25.49505617,943,Hammer,2016-11-15 20:52:43
-80.38954177,25.47498007,944,Hammer,2016-11-15 20:57:43
-80.40323134,25.49547768,945,Hammer,2016-11-15 21:02:43
-80.38941350,25.47509364,946,Hammer,2016-11-15 21:07:43
-80.38068653,25.49078796,947,Hammer,2016-11-15 21:12:43
-80.38082244,25.49068190,948,Hammer,2016-11-15 21:17:43
-80.38415451,25.47974994,949,Hammer,2016-11-15 21:22:43
-80.38177386,25.48993949,950,Hammer,2016-11-15 21:27:43.000001
-80.38190978,25.48983343,951,Hammer,2016-11-15 21:32:43
-80.38150203,25.49015161,952,Hammer,2016-11-15 21:37:43
-80.38163794,25.49004555,953,Hammer,2016-11-15 21:42:43
-80.38123020,25.49036373,954,Hammer,2016-11-15 21:47:43
-80.38136611,25.49025767,955,Hammer,2016-11-15 21:52:43
-80.38095836,25.49057584,956,Hammer,2016-11-15 21:57:43
-80.38109428,25.49046979,957,Hammer,2016-11-15 22:02:43
-80.40229153,25.49634927,958,Hammer,2016-11-15 22:07:43
-80.40260480,25.49605874,959,Hammer,2016-11-15 22:12:43.000001
-80.39056791,25.47407150,960,Hammer,2016-11-15 22:17:43
-80.40291807,25.49576821,961,Hammer,2016-11-15 22:22:43
-80.39718423,25.46838674,962,Hammer,2016-11-15 22:27:43
-80.39733829,25.46830328,963,Hammer,2016-11-15 22:32:43
-80.39749235,25.46821983,964,Hammer,2016-11-15 22:37:43
-80.38800255,25.47634291,965,Hammer,2016-11-15 22:42:43
-80.39784096,25.46819265,966,Hammer,2016-11-15 22:47:43
-80.39802055,25.46819728,967,Hammer,2016-11-15 22:52:43
-80.39820014,25.46820191,968,Hammer,2016-11-15 22:57:43.000001
-80.37979340,25.48361112,969,Hammer,2016-11-15 23:02:43
-80.39855932,25.46821118,970,Hammer,2016-11-15 23:07:43
-80.39873891,25.46821581,971,Hammer,2016-11-15 23:12:43
-80.39928501,25.49788226,972,Hammer,2016-11-15 23:17:43
-80.40354461,25.49518715,973,Hammer,2016-11-15 23:22:43
-80.39841210,25.49807371,974,Hammer,2016-11-15 23:27:43
-80.39797564,25.49816943,975,Hammer,2016-11-15 23:32:43
-80.39753919,25.49826516,976,Hammer,2016-11-15 23:37:43
-80.39710273,25.49836088,977,Hammer,2016-11-15 23:42:43.000001
-80.38300010,25.48077203,978,Hammer,2016-11-15 23:47:43
-80.38312837,25.48065846,979,Hammer,2016-11-15 23:52:43
-80.36202046,25.50152215,980,Hammer,2016-11-15 23:57:43
-80.36200614,25.50136050,981,Hammer,2016-11-16 00:02:43
-80.36199852,25.50119851,982,Hammer,2016-11-15 00:07:43
-80.36199211,25.50103645,983,Hammer,2016-11-15 00:12:43
-80.36223834,25.50212029,984,Hammer,2016-11-15 00:17:43
-80.36213951,25.50199133,985,Hammer,2016-11-15 00:22:43
-80.36207439,25.50184020,986,Hammer,2016-11-15 00:27:43.000001
-80.36203479,25.50168379,987,Hammer,2016-11-15 00:32:43
-80.40280075,25.48503975,988,Hammer,2016-11-15 00:37:43
-80.38920131,25.49706590,989,Hammer,2016-11-15 00:42:43
-80.36198570,25.50087440,990,Hammer,2016-11-15 00:47:43
-80.36198901,25.50071229,991,Hammer,2016-11-15 00:52:43
-80.38983651,25.48980855,992,Hammer,2016-11-15 00:57:43
-80.40059439,25.49759508,993,Hammer,2016-11-15 01:02:43
-80.40103084,25.49749935,994,Hammer,2016-11-15 01:07:43
-80.39931927,25.48689422,995,Hammer,2016-11-15 01:12:43.000001
-80.38116620,25.49607393,996,Hammer,2016-11-15 01:17:43
-80.38967022,25.48986995,997,Hammer,2016-11-15 01:22:43
-80.39045647,25.49921843,998,Hammer,2016-11-15 01:27:43
-80.39860265,25.47681833,999,Hammer,2016-11-15 01:32:43
-80.39848522,25.47694108,1000,Hammer,2016-11-15 01:37:43
-80.39836779,25.47706383,1001,Hammer,2016-11-15 01:42:43
-80.39825036,25.47718658,1002,Hammer,2016-11-15 01:47:43
-80.39908814,25.47634013,1003,Hammer,2016-11-15 01:52:43
-80.39896526,25.47645845,1004,Hammer,2016-11-15 01:57:43.000001
-80.39884238,25.47657678,1005,Hammer,2016-11-15 02:02:43
-80.39872008,25.47669558,1006,Hammer,2016-11-15 02:07:43
-80.39813293,25.47730933,1007,Hammer,2016-11-15 02:12:43
-80.39800660,25.47742348,1008,Hammer,2016-11-15 02:17:43
-80.39400636,25.48039374,1009,Hammer,2016-11-15 02:22:43
-80.39414228,25.48028767,1010,Hammer,2016-11-15 02:27:43
-80.39373453,25.48060588,1011,Hammer,2016-11-15 02:32:43
-80.39387045,25.48049981,1012,Hammer,2016-11-15 02:37:43
-80.39346270,25.48081801,1013,Hammer,2016-11-15 02:42:43.000001
-80.39359861,25.48071194,1014,Hammer,2016-11-15 02:47:43
-80.39319086,25.48103015,1015,Hammer,2016-11-15 02:52:43
-80.39332678,25.48092408,1016,Hammer,2016-11-15 02:57:43
-80.39291903,25.48124228,1017,Hammer,2016-11-15 03:02:43
-80.39305495,25.48113622,1018,Hammer,2016-11-15 03:07:43
-80.40981001,25.48937636,1019,Hammer,2016-11-15 03:12:43
-80.40949674,25.48966690,1020,Hammer,2016-11-15 03:17:43
-80.40918348,25.48995745,1021,Hammer,2016-11-15 03:22:43
-80.40887020,25.49024799,1022,Hammer,2016-11-15 03:27:43.000001
-80.40855693,25.49053854,1023,Hammer,2016-11-15 03:32:43
-80.40824366,25.49082908,1024,Hammer,2016-11-15 03:37:43
-80.40793039,25.49111962,1025,Hammer,2016-11-15 03:42:43
-80.40761712,25.49141017,1026,Hammer,2016-11-15 03:47:43
-80.40730385,25.49170071,1027,Hammer,2016-11-15 03:52:43
-80.40699058,25.49199125,1028,Hammer,2016-11-15 03:57:43
-80.39130509,25.48257454,1029,Hammer,2016-11-15 04:02:43
-80.37994153,25.49613784,1030,Hammer,2016-11-15 04:07:43
-80.39854561,25.48730632,1031,Hammer,2016-11-15 04:12:43.000001
-80.37980285,25.49603475,1032,Hammer,2016-11-15 04:17:43
-80.38072137,25.49634865,1033,Hammer,2016-11-15 04:22:43
-80.36991676,25.49235512,1034,Hammer,2016-11-15 04:27:43
-80.37004503,25.49224156,1035,Hammer,2016-11-15 04:32:43
-80.38708839,25.48585910,1036,Hammer,2016-11-15 04:37:43
-80.36889062,25.49326355,1037,Hammer,2016-11-15 04:42:43
-80.36901889,25.49314999,1038,Hammer,2016-11-15 04:47:43
-80.36914715,25.49303644,1039,Hammer,2016-11-15 04:52:43
-80.36927542,25.49292289,1040,Hammer,2016-11-15 04:57:43.000001
-80.36940369,25.49280933,1041,Hammer,2016-11-15 05:02:43
-80.36953196,25.49269578,1042,Hammer,2016-11-15 05:07:43
-80.36966022,25.49258223,1043,Hammer,2016-11-15 05:12:43
-80.36978849,25.49246867,1044,Hammer,2016-11-15 05:17:43
-80.38654300,25.48628155,1045,Hammer,2016-11-15 05:22:43
-80.38667935,25.48617594,1046,Hammer,2016-11-15 05:27:43
-80.38681570,25.48607032,1047,Hammer,2016-11-15 05:32:43
-80.38695204,25.48596471,1048,Hammer,2016-11-15 05:37:43
-80.38599762,25.48670401,1049,Hammer,2016-11-15 05:42:43.000001
-80.38613397,25.48659839,1050,Hammer,2016-11-15 05:47:43
-80.38627031,25.48649278,1051,Hammer,2016-11-15 05:52:43
-80.38640666,25.48638716,1052,Hammer,2016-11-15 05:57:43
-80.38572493,25.48691523,1053,Hammer,2016-11-15 06:02:43
-80.38586128,25.48680962,1054,Hammer,2016-11-15 06:07:43
-80.38825909,25.47611577,1055,Hammer,2016-11-15 06:12:43
-80.38723398,25.49150505,1056,Hammer,2016-11-15 06:17:43
-80.38709510,25.49160793,1057,Hammer,2016-11-15 06:22:43
-80.38040747,25.49103407,1058,Hammer,2016-11-15 06:27:43.000001
-80.38027112,25.49113968,1059,Hammer,2016-11-15 06:32:43
-80.38778950,25.49109352,1060,Hammer,2016-11-15 06:37:43
-80.38765062,25.49119640,1061,Hammer,2016-11-15 06:42:43
-80.38751174,25.49129928,1062,Hammer,2016-11-15 06:47:43
-80.38737286,25.49140216,1063,Hammer,2016-11-15 06:52:43
-80.38122554,25.49040041,1064,Hammer,2016-11-15 06:57:43
-80.38108919,25.49050602,1065,Hammer,2016-11-15 07:02:43
-80.38149823,25.49018919,1066,Hammer,2016-11-15 07:07:43
-80.38136188,25.49029480,1067,Hammer,2016-11-15 07:12:43.000001
-80.38068016,25.49082285,1068,Hammer,2016-11-15 07:17:43
-80.38054381,25.49092846,1069,Hammer,2016-11-15 07:22:43
-80.38095285,25.49061163,1070,Hammer,2016-11-15 07:27:43
-80.39108098,25.47361721,1071,Hammer,2016-11-15 07:32:43
-80.38479585,25.47918211,1072,Hammer,2016-11-15 07:37:43
-80.37579361,25.49460611,1073,Hammer,2016-11-15 07:42:43
-80.37592951,25.49450004,1074,Hammer,2016-11-15 07:47:43
-80.37552181,25.49481825,1075,Hammer,2016-11-15 07:52:43
-80.37565771,25.49471218,1076,Hammer,2016-11-15 07:57:43.000001
-80.37633721,25.49418182,1077,Hammer,2016-11-15 08:02:43
-80.37647311,25.49407575,1078,Hammer,2016-11-15 08:07:43
-80.37606541,25.49439396,1079,Hammer,2016-11-15 08:12:43
-80.37620131,25.49428789,1080,Hammer,2016-11-15 08:17:43
-80.38864389,25.47577506,1081,Hammer,2016-11-15 08:22:43
-80.38877216,25.47566149,1082,Hammer,2016-11-15 08:27:43
-80.38890043,25.47554792,1083,Hammer,2016-11-15 08:32:43
-80.38902869,25.47543435,1084,Hammer,2016-11-15 08:37:43
-80.37525001,25.49503040,1085,Hammer,2016-11-15 08:42:43.000001
-80.37538591,25.49492432,1086,Hammer,2016-11-15 08:47:43
-80.38838735,25.47600220,1087,Hammer,2016-11-15 08:52:43
-80.38851562,25.47588863,1088,Hammer,2016-11-15 08:57:43
-80.38466758,25.47929567,1089,Hammer,2016-11-15 09:02:43
-80.37904401,25.49209016,1090,Hammer,2016-11-15 09:07:43
-80.37918036,25.49198455,1091,Hammer,2016-11-15 09:12:43
-80.37931670,25.49187894,1092,Hammer,2016-11-15 09:17:43
-80.37945305,25.49177334,1093,Hammer,2016-11-15 09:22:43
-80.37958939,25.49166773,1094,Hammer,2016-11-15 09:27:43.000001
-80.37972574,25.49156212,1095,Hammer,2016-11-15 09:32:43
-80.37986209,25.49145651,1096,Hammer,2016-11-15 09:37:43
-80.37999843,25.49135090,1097,Hammer,2016-11-15 09:42:43
-80.38013478,25.49124529,1098,Hammer,2016-11-15 09:47:43
-80.39156063,25.49223359,1099,Hammer,2016-11-15 09:52:43
-80.39185168,25.49192479,1100,Hammer,2016-11-15 09:57:43
-80.39214272,25.49161599,1101,Hammer,2016-11-15 10:02:43
-80.39243376,25.49130719,1102,Hammer,2016-11-15 10:07:43
-80.39039645,25.49346878,1103,Hammer,2016-11-15 10:12:43.000001
-80.39068750,25.49315998,1104,Hammer,2016-11-15 10:17:43
-80.39097854,25.49285118,1105,Hammer,2016-11-15 10:22:43
-80.39126959,25.49254239,1106,Hammer,2016-11-15 10:27:43
-80.39272481,25.49099839,1107,Hammer,2016-11-15 10:32:43
-80.39301585,25.49068958,1108,Hammer,2016-11-15 10:37:43
-80.36831593,25.50043652,1109,Hammer,2016-11-15 10:42:43
-80.36817509,25.50053720,1110,Hammer,2016-11-15 10:47:43
-80.36803426,25.50063788,1111,Hammer,2016-11-15 10:52:43
-80.36789342,25.50073857,1112,Hammer,2016-11-15 10:57:43.000001
-80.36775258,25.50083925,1113,Hammer,2016-11-15 11:02:43
-80.36761175,25.50093994,1114,Hammer,2016-11-15 11:07:43
-80.36747091,25.50104062,1115,Hammer,2016-11-15 11:12:43
-80.36733007,25.50114130,1116,Hammer,2016-11-15 11:17:43
-80.36718923,25.50124199,1117,Hammer,2016-11-15 11:22:43
-80.36704840,25.50134267,1118,Hammer,2016-11-15 11:27:43
-80.40434807,25.48421553,1119,Hammer,2016-11-15 11:32:43
-80.39375069,25.48066439,1120,Hammer,2016-11-15 11:37:43
-80.39361482,25.48077051,1121,Hammer,2016-11-15 11:42:43.000001
-80.40107112,25.47172997,1122,Hammer,2016-11-15 11:47:43
-80.40113681,25.47157901,1123,Hammer,2016-11-15 11:52:43
-80.39320722,25.48108887,1124,Hammer,2016-11-15 11:57:43
-80.39307136,25.48119499,1125,Hammer,2016-11-15 12:02:43
-80.39293549,25.48130111,1126,Hammer,2016-11-15 12:07:43
-80.39279962,25.48140723,1127,Hammer,2016-11-15 12:12:43
-80.40133363,25.47078835,1128,Hammer,2016-11-15 12:17:43
-80.40137068,25.47062971,1129,Hammer,2016-11-15 12:22:43
-80.40135511,25.47046812,1130,Hammer,2016-11-15 12:27:43.000001
-80.40133955,25.47030653,1131,Hammer,2016-11-15 12:32:43
-80.40118305,25.47142274,1132,Hammer,2016-11-15 12:37:43
-80.40122070,25.47126414,1133,Hammer,2016-11-15 12:42:43
-80.40125834,25.47110555,1134,Hammer,2016-11-15 12:47:43
-80.40129599,25.47094695,1135,Hammer,2016-11-15 12:52:43
-80.40831839,25.48359828,1136,Hammer,2016-11-15 12:57:43
-80.38748236,25.48548490,1137,Hammer,2016-11-15 13:02:43
-80.38761828,25.48537884,1138,Hammer,2016-11-15 13:07:43
-80.38802603,25.48506065,1139,Hammer,2016-11-15 13:12:43.000001
-80.38816195,25.48495458,1140,Hammer,2016-11-15 13:17:43
-80.38775420,25.48527277,1141,Hammer,2016-11-15 13:22:43
-80.38789011,25.48516671,1142,Hammer,2016-11-15 13:27:43
-80.38856970,25.48463639,1143,Hammer,2016-11-15 13:32:43
-80.38870561,25.48453032,1144,Hammer,2016-11-15 13:37:43
-80.38829786,25.48484852,1145,Hammer,2016-11-15 13:42:43
-80.38843378,25.48474245,1146,Hammer,2016-11-15 13:47:43
-80.36747967,25.49451263,1147,Hammer,2016-11-15 13:52:43
-80.36735140,25.49462618,1148,Hammer,2016-11-15 13:57:43.000001
-80.36722313,25.49473973,1149,Hammer,2016-11-15 14:02:43
-80.36709486,25.49485328,1150,Hammer,2016-11-15 14:07:43
-80.36695570,25.49495572,1151,Hammer,2016-11-15 14:12:43
-80.36681519,25.49505678,1152,Hammer,2016-11-15 14:17:43
-80.36667469,25.49515784,1153,Hammer,2016-11-15 14:22:43
-80.36653418,25.49525891,1154,Hammer,2016-11-15 14:27:43
-80.36639367,25.49535997,1155,Hammer,2016-11-15 14:32:43
-80.36625316,25.49546103,1156,Hammer,2016-11-15 14:37:43
-80.39313327,25.47180005,1157,Hammer,2016-11-15 14:42:43.000001
-80.39300500,25.47191362,1158,Hammer,2016-11-15 14:47:43
-80.38817915,25.48501418,1159,Hammer,2016-11-15 14:52:43
-80.39262020,25.47225434,1160,Hammer,2016-11-15 14:57:43
-80.39249193,25.47236791,1161,Hammer,2016-11-15 15:02:43
-80.39287673,25.47202719,1162,Hammer,2016-11-15 15:07:43
-80.39274847,25.47214077,1163,Hammer,2016-11-15 15:12:43
-80.39210713,25.47270863,1164,Hammer,2016-11-15 15:17:43
-80.39197886,25.47282220,1165,Hammer,2016-11-15 15:22:43
-80.39236366,25.47248149,1166,Hammer,2016-11-15 15:27:43.000001
-80.39223539,25.47259506,1167,Hammer,2016-11-15 15:32:43
-80.38681734,25.49181369,1168,Hammer,2016-11-15 15:37:43
-80.40511096,25.49373448,1169,Hammer,2016-11-15 15:42:43
-80.39954133,25.47583778,1170,Hammer,2016-11-15 15:47:43
-80.39943353,25.47596753,1171,Hammer,2016-11-15 15:52:43
-80.39973943,25.47556872,1172,Hammer,2016-11-15 15:57:43
-80.39964913,25.47570802,1173,Hammer,2016-11-15 16:02:43
-80.39989392,25.47527584,1174,Hammer,2016-11-15 16:07:43
-80.39981668,25.47542228,1175,Hammer,2016-11-15 16:12:43.000001
-80.40004841,25.47498296,1176,Hammer,2016-11-15 16:17:43
-80.39997116,25.47512940,1177,Hammer,2016-11-15 16:22:43
-80.39777195,25.48771842,1178,Hammer,2016-11-15 16:27:43
-80.39815878,25.48751237,1179,Hammer,2016-11-15 16:32:43
-80.39699829,25.48813052,1180,Hammer,2016-11-15 16:37:43
-80.38981055,25.48374183,1181,Hammer,2016-11-15 16:42:43
-80.38831549,25.48490857,1182,Hammer,2016-11-15 16:47:43
-80.39970610,25.48668817,1183,Hammer,2016-11-15 16:52:43
-80.39932574,25.47609729,1184,Hammer,2016-11-15 16:57:43.000001
-80.39921102,25.47622180,1185,Hammer,2016-11-15 17:02:43
-80.39435861,25.48407999,1186,Hammer,2016-11-15 17:07:43
-80.39449494,25.48397436,1187,Hammer,2016-11-15 17:12:43
-80.39408593,25.48429124,1188,Hammer,2016-11-15 17:17:43
-80.39422227,25.48418561,1189,Hammer,2016-11-15 17:22:43
-80.39381326,25.48450249,1190,Hammer,2016-11-15 17:27:43
-80.39394960,25.48439686,1191,Hammer,2016-11-15 17:32:43
-80.39354059,25.48471373,1192,Hammer,2016-11-15 17:37:43
-80.39367692,25.48460811,1193,Hammer,2016-11-15 17:42:43.000001
-80.39326792,25.48492498,1194,Hammer,2016-11-15 17:47:43
-80.39340425,25.48481936,1195,Hammer,2016-11-15 17:52:43
-80.37774131,25.49381202,1196,Hammer,2016-11-15 17:57:43
-80.37946825,25.49566012,1197,Hammer,2016-11-15 18:02:43
-80.37914169,25.49527472,1198,Hammer,2016-11-15 18:07:43
-80.37926000,25.49539676,1199,Hammer,2016-11-15 18:12:43
-80.37890508,25.49503063,1200,Hammer,2016-11-15 18:17:43
-80.37902339,25.49515267,1201,Hammer,2016-11-15 18:22:43
-80.37867721,25.49477994,1202,Hammer,2016-11-15 18:27:43.000001
-80.37878944,25.49490657,1203,Hammer,2016-11-15 18:32:43
-80.37956540,25.49579653,1204,Hammer,2016-11-15 18:37:43
-80.37966416,25.49593166,1205,Hammer,2016-11-15 18:42:43
-80.37090118,25.49842464,1206,Hammer,2016-11-15 18:47:43
-80.37103708,25.49831857,1207,Hammer,2016-11-15 18:52:43
-80.37062937,25.49863678,1208,Hammer,2016-11-15 18:57:43
-80.37076528,25.49853071,1209,Hammer,2016-11-15 19:02:43
-80.37035757,25.49884891,1210,Hammer,2016-11-15 19:07:43
-80.37049347,25.49874284,1211,Hammer,2016-11-15 19:12:43.000001
-80.37008577,25.49906105,1212,Hammer,2016-11-15 19:17:43
-80.37022167,25.49895498,1213,Hammer,2016-11-15 19:22:43
-80.36981397,25.49927318,1214,Hammer,2016-11-15 19:27:43
-80.36994987,25.49916712,1215,Hammer,2016-11-15 19:32:43
-80.38325663,25.48054490,1216,Hammer,2016-11-15 19:37:43
-80.38338490,25.48043133,1217,Hammer,2016-11-15 19:42:43
-80.38351317,25.48031777,1218,Hammer,2016-11-15 19:47:43
-80.38364144,25.48020420,1219,Hammer,2016-11-15 19:52:43
-80.38376971,25.48009064,1220,Hammer,2016-11-15 19:57:43.000001
-80.38389797,25.47997707,1221,Hammer,2016-11-15 20:02:43
-80.37312346,25.48951623,1222,Hammer,2016-11-15 20:07:43
-80.37299519,25.48962978,1223,Hammer,2016-11-15 20:12:43
-80.37286692,25.48974334,1224,Hammer,2016-11-15 20:17:43
-80.37273866,25.48985690,1225,Hammer,2016-11-15 20:22:43
-80.37363653,25.48906200,1226,Hammer,2016-11-15 20:27:43
